BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
3.0,3.0,1.0,0.0,0.0,2.0,0.25,0.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,20.61,6.5,870.87,0.04,31.0,0.15,48.38,133.98,0.5,0.0,0.0,8.0,0.18,13.0,18.0,10.0,10.0,11.0,12.5,8.0,0
11.0,1.0,9.0,17.0,20.0,6.0,0.15,10.0,1.0,0.17,27.0,1.0,0.0,32.0,0.0,32.58,28.39,26259.72,0.31,185.0,0.04,1458.87,925.0,0.17,5.0,10.0,23.0,0.08,73.0,112.0,18.0,14.0,79.0,44.83,41.0,0
1.0,0.0,0.0,4.0,4.0,1.0,0.14,2.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,12.14,6.4,497.34,0.03,21.0,0.16,27.63,77.71,1.0,1.0,2.0,2.0,0.07,8.0,13.0,5.0,8.0,14.0,36.36,7.0,0
9.0,1.0,2.0,6.0,14.0,5.0,0.19,6.0,3.0,0.6,20.0,4.0,0.75,24.0,0.0,20.13,28.77,16657.75,0.19,118.0,0.03,925.43,579.01,0.8,4.0,7.0,17.0,0.11,44.0,74.0,13.0,17.0,45.0,25.0,26.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,9.83,2.0,39.3,0.01,7.0,0.5,2.18,19.65,1.0,0.0,0.0,3.0,0.1,3.0,4.0,3.0,4.0,10.0,50.0,2.0,0
7.0,3.0,0.0,0.0,0.0,4.0,0.5,0.0,3.0,0.75,16.0,1.0,0.0,8.0,0.0,21.13,9.29,1821.84,0.07,48.0,0.11,101.21,196.2,0.25,0.0,0.0,14.0,0.27,13.0,35.0,7.0,10.0,15.0,0.0,8.0,0
45.0,11.0,2.0,5.0,0.0,23.0,0.35,0.0,19.0,0.83,108.0,19.0,0.82,64.0,2.0,45.49,45.94,95998.42,0.7,347.0,0.02,5333.25,2089.76,0.83,0.0,0.0,87.0,0.29,147.0,200.0,40.0,25.0,78.0,9.86,66.0,0
3.0,3.0,0.0,2.0,4.0,2.0,0.12,2.0,2.0,1.0,8.0,1.0,0.0,17.0,4.0,22.93,9.27,1971.45,0.07,47.0,0.11,109.53,212.61,0.5,1.0,2.0,8.0,0.06,17.0,30.0,11.0,12.0,31.0,10.53,17.0,0
7.0,2.0,0.0,3.0,12.0,4.0,0.18,6.0,2.0,0.5,16.0,1.0,0.0,22.0,1.0,18.61,23.33,10132.78,0.14,96.0,0.04,562.93,434.26,0.25,3.0,6.0,14.0,0.13,30.0,66.0,9.0,14.0,31.0,12.0,22.0,0
21.0,2.0,13.0,15.0,40.0,11.0,0.14,20.0,8.0,0.73,44.0,1.0,0.0,66.0,0.0,44.4,36.47,59060.03,0.54,321.0,0.03,3281.11,1619.25,0.09,10.0,20.0,35.0,0.09,99.0,222.0,19.0,14.0,119.0,29.79,79.0,1
5.0,1.0,0.0,0.0,8.0,3.0,0.19,4.0,2.0,0.67,11.0,1.0,0.0,16.0,2.0,20.38,15.68,5012.38,0.11,68.0,0.06,278.47,319.63,0.33,2.0,4.0,10.0,0.16,23.0,45.0,11.0,15.0,19.0,0.0,16.0,0
33.0,6.0,6.0,23.0,58.0,17.0,0.24,26.0,9.0,0.53,76.0,5.0,0.25,64.0,0.0,38.51,58.76,132943.06,0.75,395.0,0.02,7385.73,2262.53,0.29,16.0,29.0,61.0,0.13,142.0,253.0,29.0,24.0,128.0,31.18,70.0,0
11.0,1.0,1.0,1.0,0.0,6.0,0.3,0.0,2.0,0.33,17.0,6.0,1.0,19.0,2.0,10.03,35.21,12432.13,0.12,77.0,0.03,690.67,353.04,1.0,0.0,0.0,13.0,0.26,29.0,48.0,7.0,17.0,23.0,9.52,20.0,0
15.0,14.0,9.0,5.0,26.0,8.0,0.1,12.0,6.0,0.75,47.0,4.0,0.43,73.0,2.0,76.97,31.91,78348.5,0.82,398.0,0.03,4352.69,2455.63,0.5,7.0,13.0,41.0,0.07,178.0,220.0,53.0,19.0,115.0,16.09,82.0,1
21.0,9.0,38.0,12.0,40.0,11.0,0.12,20.0,9.0,0.82,55.0,1.0,0.0,51.0,4.0,63.24,30.76,59840.57,0.65,328.0,0.03,3324.48,1945.28,0.09,10.0,20.0,46.0,0.09,136.0,192.0,42.0,19.0,128.0,49.5,89.0,1
11.0,1.0,4.0,8.0,20.0,6.0,0.21,10.0,2.0,0.33,23.0,1.0,0.0,25.0,0.0,22.29,37.23,30894.1,0.28,181.0,0.03,1716.34,829.88,0.17,5.0,10.0,19.0,0.12,63.0,118.0,11.0,13.0,52.0,32.43,29.0,0
5.0,4.0,0.0,3.0,6.0,3.0,0.23,2.0,3.0,1.0,16.0,1.0,0.0,13.0,0.0,35.25,13.42,6349.96,0.16,93.0,0.07,352.78,473.13,0.33,2.0,3.0,15.0,0.09,34.0,59.0,19.0,15.0,33.0,18.75,13.0,0
3.0,0.0,4.0,0.0,4.0,2.0,0.18,2.0,1.0,0.5,6.0,1.0,0.0,7.0,5.0,23.19,9.09,1916.65,0.07,48.0,0.11,106.48,210.83,0.5,1.0,2.0,6.0,0.11,20.0,28.0,11.0,10.0,18.0,36.36,11.0,0
9.0,2.0,0.0,5.0,0.0,5.0,0.22,0.0,4.0,0.8,19.0,3.0,0.5,23.0,2.0,19.11,23.43,10491.03,0.15,88.0,0.04,582.83,447.7,0.6,0.0,0.0,16.0,0.14,37.0,51.0,15.0,19.0,35.0,17.86,23.0,0
5.0,1.0,0.0,1.0,0.0,3.0,0.43,0.0,2.0,0.67,10.0,3.0,1.0,7.0,0.0,11.71,9.43,1041.34,0.04,26.0,0.11,57.85,110.45,1.0,0.0,0.0,9.0,0.3,11.0,15.0,7.0,12.0,10.0,12.5,7.0,0
15.0,0.0,0.0,0.0,0.0,8.0,0.42,0.0,1.0,0.13,25.0,6.0,0.71,19.0,1.0,7.53,74.0,41237.44,0.19,120.0,0.01,2290.97,557.26,0.75,0.0,0.0,19.0,0.38,37.0,83.0,5.0,20.0,21.0,0.0,19.0,0
1.0,8.0,8.0,8.0,0.0,1.0,0.05,0.0,1.0,1.0,11.0,1.0,0.0,11.0,2.0,118.03,3.19,1200.82,0.13,74.0,0.31,66.71,376.47,1.0,0.0,0.0,12.0,0.01,37.0,37.0,29.0,5.0,134.0,59.26,19.0,0
1.0,7.0,0.0,18.0,0.0,1.0,0.08,0.0,1.0,1.0,11.0,1.0,0.0,12.0,0.0,61.38,3.63,809.5,0.07,48.0,0.28,44.97,222.91,1.0,0.0,0.0,12.0,0.02,23.0,25.0,19.0,6.0,43.0,60.0,12.0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,6.74,3.75,94.75,0.01,9.0,0.27,5.26,25.27,1.0,0.0,0.0,3.0,0.11,3.0,6.0,2.0,5.0,9.0,20.0,4.0,0
5.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,1.0,0.33,7.0,3.0,1.0,5.0,1.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,62.91,1.0,0.0,0.0,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,0
7.0,1.0,2.0,3.0,10.0,4.0,0.33,4.0,2.0,0.5,11.0,1.0,0.0,10.0,0.0,10.98,24.0,6324.94,0.09,60.0,0.04,351.39,263.54,0.25,3.0,5.0,9.0,0.17,24.0,36.0,7.0,14.0,24.0,33.33,12.0,0
7.0,3.0,0.0,0.0,12.0,4.0,0.5,6.0,3.0,0.75,16.0,1.0,0.0,8.0,0.0,21.13,9.29,1821.84,0.07,48.0,0.11,101.21,196.2,0.25,3.0,6.0,14.0,0.24,13.0,35.0,7.0,10.0,17.0,0.0,8.0,0
3.0,14.0,12.0,12.0,4.0,2.0,0.1,2.0,2.0,1.0,19.0,1.0,0.0,9.0,0.0,57.37,6.72,2590.56,0.13,74.0,0.15,143.92,385.5,0.5,1.0,2.0,19.0,0.04,28.0,46.0,25.0,12.0,51.0,72.73,21.0,1
1.0,0.0,1.0,1.0,0.0,1.0,0.04,0.0,1.0,1.0,1.0,1.0,0.0,23.0,0.0,52.34,13.11,8997.69,0.23,146.0,0.08,499.87,686.26,1.0,0.0,0.0,2.0,0.03,59.0,87.0,18.0,8.0,30.0,8.0,24.0,1
23.0,9.0,1.0,4.0,0.0,12.0,0.25,0.0,9.0,0.75,57.0,10.0,0.82,47.0,2.0,52.14,25.38,33598.94,0.44,225.0,0.04,1866.61,1323.59,0.83,0.0,0.0,47.0,0.21,99.0,126.0,39.0,20.0,58.0,9.62,48.0,0
3.0,0.0,0.0,4.0,4.0,2.0,0.14,2.0,1.0,0.5,7.0,1.0,0.0,14.0,2.0,18.81,17.05,5466.9,0.11,73.0,0.06,303.72,320.64,0.5,1.0,2.0,7.0,0.06,31.0,42.0,10.0,11.0,31.0,22.22,14.0,0
17.0,4.0,2.0,0.0,0.0,9.0,0.45,0.0,6.0,0.67,37.0,9.0,1.0,18.0,0.0,24.69,20.15,10026.48,0.17,110.0,0.05,557.03,497.59,1.0,0.0,0.0,30.0,0.32,31.0,79.0,10.0,13.0,28.0,10.0,20.0,0
1.0,3.0,0.0,3.0,0.0,1.0,0.11,0.0,1.0,1.0,5.0,1.0,0.0,9.0,0.0,24.05,11.82,3359.53,0.09,62.0,0.08,186.64,284.27,1.0,0.0,0.0,6.0,0.05,20.0,42.0,11.0,13.0,19.0,25.0,9.0,0
11.0,1.0,0.0,0.0,0.0,6.0,0.5,0.0,5.0,0.83,26.0,1.0,0.0,12.0,0.0,14.03,23.1,7484.4,0.11,81.0,0.04,415.8,324.0,0.17,0.0,0.0,22.0,0.32,21.0,60.0,5.0,11.0,19.0,0.0,12.0,0
39.0,5.0,6.0,21.0,76.0,20.0,0.2,38.0,2.0,0.1,93.0,1.0,0.0,96.0,1.0,29.39,91.11,243939.5,0.89,472.0,0.01,13552.19,2677.38,0.05,19.0,38.0,75.0,0.14,205.0,267.0,27.0,24.0,144.0,21.95,102.0,1
3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,6.0,2.0,13.83,11.25,1750.38,0.05,36.0,0.09,97.24,155.59,0.5,1.0,2.0,6.0,0.2,15.0,21.0,8.0,12.0,10.0,0.0,6.0,0
5.0,0.0,6.0,21.0,8.0,3.0,0.2,4.0,1.0,0.33,10.0,1.0,0.0,9.0,3.0,17.97,15.13,4111.99,0.09,64.0,0.07,228.44,271.87,0.33,2.0,4.0,9.0,0.06,22.0,42.0,8.0,11.0,51.0,75.0,15.0,0
5.0,2.0,1.0,2.0,8.0,3.0,0.18,4.0,3.0,1.0,12.0,1.0,0.0,16.0,1.0,17.66,17.5,5408.68,0.1,65.0,0.06,300.48,309.07,0.33,2.0,4.0,11.0,0.11,28.0,37.0,12.0,15.0,28.0,15.79,17.0,1
3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,7.62,8.0,487.55,0.02,17.0,0.13,27.09,60.94,0.5,1.0,2.0,6.0,0.25,8.0,9.0,4.0,8.0,8.0,0.0,5.0,0
7.0,1.0,21.0,1.0,12.0,4.0,0.1,6.0,1.0,0.25,15.0,1.0,0.0,20.0,1.0,42.54,15.53,10260.06,0.22,136.0,0.06,570.0,660.69,0.25,3.0,6.0,13.0,0.08,44.0,92.0,17.0,12.0,49.0,52.38,41.0,1
1.0,2.0,0.0,7.0,0.0,1.0,0.17,0.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,24.59,4.05,405.89,0.03,27.0,0.25,22.55,99.91,1.0,0.0,0.0,6.0,0.05,13.0,14.0,8.0,5.0,22.0,53.85,6.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,12.08,11.0,1461.18,0.04,34.0,0.09,81.18,132.83,1.0,0.0,0.0,2.0,0.09,11.0,23.0,5.0,10.0,11.0,0.0,8.0,0
5.0,1.0,2.0,2.0,8.0,3.0,0.02,4.0,2.0,0.67,11.0,1.0,0.0,196.0,0.0,201.95,50.69,518878.57,3.41,1472.0,0.02,28826.59,10236.58,0.33,2.0,4.0,10.0,0.01,597.0,875.0,106.0,18.0,216.0,2.0,198.0,1
5.0,0.0,0.0,4.0,8.0,3.0,0.13,4.0,1.0,0.33,13.0,1.0,0.0,23.0,0.0,28.18,21.82,13416.53,0.2,140.0,0.05,745.36,614.92,0.33,2.0,4.0,12.0,0.08,48.0,92.0,11.0,10.0,36.0,14.81,23.0,0
7.0,4.0,25.0,8.0,12.0,4.0,0.09,6.0,3.0,0.75,18.0,1.0,0.0,20.0,0.0,41.64,16.78,11718.04,0.23,141.0,0.06,651.0,698.54,0.25,3.0,6.0,16.0,0.06,61.0,80.0,20.0,11.0,67.0,62.26,45.0,1
7.0,1.0,0.0,0.0,0.0,4.0,0.67,0.0,2.0,0.5,14.0,4.0,1.0,6.0,1.0,10.69,9.0,865.9,0.03,26.0,0.11,48.11,96.21,1.0,0.0,0.0,12.0,0.5,8.0,18.0,4.0,9.0,8.0,0.0,6.0,0
5.0,1.0,1.0,0.0,8.0,3.0,0.27,4.0,2.0,0.67,8.0,1.0,0.0,10.0,0.0,22.99,4.44,454.16,0.03,25.0,0.23,25.23,102.19,0.33,2.0,4.0,7.0,0.19,10.0,15.0,9.0,8.0,16.0,9.09,11.0,1
5.0,2.0,0.0,0.0,0.0,3.0,0.5,0.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,18.13,7.5,1020.0,0.05,34.0,0.13,56.67,136.0,0.33,0.0,0.0,10.0,0.21,9.0,25.0,6.0,10.0,14.0,0.0,6.0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,13.95,2.5,87.17,0.01,11.0,0.4,4.84,34.87,1.0,0.0,0.0,3.0,0.14,4.0,7.0,4.0,5.0,7.0,0.0,4.0,0
29.0,4.0,0.0,10.0,46.0,15.0,0.19,18.0,9.0,0.6,58.0,14.0,0.93,80.0,1.0,40.31,61.67,153302.39,0.83,430.0,0.02,8516.8,2485.98,0.93,14.0,23.0,45.0,0.12,148.0,282.0,30.0,25.0,128.0,11.11,80.0,0
37.0,4.0,0.0,4.0,0.0,20.0,0.43,0.0,7.0,0.35,72.0,12.0,0.58,47.0,2.0,25.93,65.0,109570.84,0.56,289.0,0.02,6087.27,1685.71,0.6,0.0,0.0,54.0,0.36,117.0,172.0,27.0,30.0,55.0,7.84,47.0,0
11.0,1.0,6.0,10.0,20.0,6.0,0.15,10.0,3.0,0.5,22.0,6.0,1.0,33.0,1.0,28.62,39.24,44060.1,0.37,211.0,0.03,2447.78,1122.93,1.0,5.0,10.0,18.0,0.1,71.0,140.0,19.0,21.0,60.0,32.65,39.0,0
7.0,3.0,0.0,0.0,0.0,4.0,0.5,0.0,3.0,0.75,16.0,1.0,0.0,8.0,0.0,20.0,10.21,2087.05,0.07,49.0,0.1,115.95,204.33,0.25,0.0,0.0,14.0,0.25,13.0,36.0,7.0,11.0,16.0,0.0,8.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,14.34,3.5,175.66,0.02,14.0,0.29,9.76,50.19,1.0,0.0,0.0,2.0,0.04,5.0,9.0,5.0,7.0,23.0,0.0,3.0,0
3.0,2.0,0.0,0.0,0.0,2.0,0.4,0.0,2.0,1.0,8.0,1.0,0.0,5.0,2.0,11.58,6.75,527.43,0.03,20.0,0.15,29.3,78.14,0.5,0.0,0.0,8.0,0.29,9.0,11.0,6.0,9.0,7.0,0.0,5.0,0
11.0,2.0,9.0,17.0,20.0,6.0,0.19,10.0,5.0,0.83,24.0,1.0,0.0,23.0,1.0,30.74,15.56,7439.0,0.16,94.0,0.06,413.28,478.22,0.17,5.0,10.0,20.0,0.08,35.0,59.0,18.0,16.0,80.0,53.06,32.0,0
67.0,16.0,1.0,1.0,0.0,34.0,0.37,0.0,30.0,0.88,153.0,17.0,0.48,90.0,2.0,77.21,42.88,141975.76,1.1,542.0,0.02,7887.54,3310.82,0.5,0.0,0.0,121.0,0.35,243.0,299.0,51.0,18.0,98.0,2.17,91.0,0
11.0,3.0,3.0,5.0,20.0,6.0,0.21,10.0,3.0,0.5,27.0,1.0,0.0,25.0,0.0,29.42,20.92,12878.64,0.21,121.0,0.05,715.48,615.58,0.17,5.0,10.0,23.0,0.13,53.0,68.0,19.0,15.0,48.0,24.24,28.0,0
3.0,1.0,0.0,0.0,0.0,2.0,0.33,0.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,11.86,8.67,890.92,0.03,27.0,0.12,49.5,102.8,0.5,0.0,0.0,6.0,0.29,13.0,14.0,6.0,8.0,7.0,0.0,6.0,0
34.0,19.0,1.0,6.0,32.0,25.0,0.21,16.0,25.0,1.0,74.0,8.0,0.29,116.0,1.0,53.9,42.21,96014.07,0.76,354.0,0.02,5334.11,2274.9,0.32,8.0,16.0,51.0,0.17,123.0,231.0,51.0,35.0,151.0,5.69,117.0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,13.32,3.5,163.12,0.02,13.0,0.29,9.06,46.6,1.0,0.0,0.0,3.0,0.13,5.0,8.0,5.0,7.0,8.0,0.0,5.0,0
3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,1.0,0.5,7.0,1.0,0.0,15.0,0.0,12.49,28.7,10288.84,0.12,100.0,0.03,571.6,358.5,0.5,1.0,2.0,7.0,0.08,41.0,59.0,5.0,7.0,25.0,0.0,15.0,0
7.0,4.0,4.0,6.0,10.0,4.0,0.12,4.0,3.0,0.75,17.0,3.0,0.67,29.0,1.0,52.95,17.71,16602.83,0.31,175.0,0.06,922.38,937.57,0.75,3.0,5.0,15.0,0.08,50.0,125.0,24.0,17.0,53.0,25.64,33.0,0
9.0,2.0,0.0,0.0,0.0,5.0,0.5,0.0,4.0,0.8,21.0,1.0,0.0,10.0,0.0,17.05,15.58,4140.26,0.09,65.0,0.06,230.01,265.69,0.2,0.0,0.0,18.0,0.29,17.0,48.0,6.0,11.0,17.0,0.0,10.0,0
11.0,2.0,0.0,0.0,0.0,6.0,0.33,0.0,2.0,0.33,21.0,6.0,1.0,18.0,4.0,19.44,20.64,8283.77,0.13,81.0,0.05,460.21,401.29,1.0,0.0,0.0,17.0,0.3,34.0,47.0,14.0,17.0,20.0,0.0,18.0,0
5.0,1.0,0.0,0.0,0.0,3.0,0.2,0.0,1.0,0.33,9.0,3.0,1.0,15.0,1.0,28.29,26.03,19171.54,0.25,146.0,0.04,1065.09,736.48,1.0,0.0,0.0,8.0,0.18,49.0,97.0,16.0,17.0,17.0,0.0,15.0,0
3.0,3.0,6.0,3.0,4.0,2.0,0.09,2.0,1.0,0.5,8.0,1.0,0.0,16.0,0.0,38.22,12.32,5796.41,0.16,95.0,0.08,322.02,470.65,0.5,1.0,2.0,8.0,0.05,39.0,56.0,19.0,12.0,38.0,36.0,22.0,0
5.0,3.0,1.0,1.0,6.0,3.0,0.12,2.0,2.0,0.67,12.0,3.0,1.0,24.0,3.0,18.24,30.58,17051.32,0.19,116.0,0.03,947.3,557.65,1.0,2.0,3.0,11.0,0.08,53.0,63.0,13.0,15.0,38.0,7.69,25.0,1
5.0,5.0,0.0,0.0,0.0,3.0,0.18,0.0,3.0,1.0,13.0,1.0,0.0,17.0,0.0,33.91,8.29,2327.82,0.09,63.0,0.12,129.32,280.94,0.33,0.0,0.0,12.0,0.14,29.0,34.0,14.0,8.0,21.0,0.0,17.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,3.0,0.17,2.0,5.0,2.0,4.0,6.0,33.33,3.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,2.0,0.2,3.0,6.0,3.0,5.0,5.0,0.0,3.0,0
15.0,6.0,4.0,9.0,24.0,8.0,0.18,10.0,4.0,0.5,35.0,1.0,0.0,41.0,1.0,25.3,43.81,48552.55,0.37,203.0,0.02,2697.36,1108.26,0.13,7.0,12.0,29.0,0.11,80.0,123.0,21.0,23.0,72.0,24.07,45.0,1
3.0,3.0,0.0,0.0,0.0,2.0,0.4,0.0,2.0,1.0,8.0,1.0,0.0,5.0,0.0,21.0,4.0,336.0,0.03,21.0,0.25,18.67,84.0,0.5,0.0,0.0,8.0,0.25,8.0,13.0,8.0,8.0,8.0,0.0,5.0,0
3.0,1.0,2.0,0.0,4.0,2.0,0.15,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,28.24,7.14,1440.99,0.07,44.0,0.14,80.05,201.74,0.5,1.0,2.0,6.0,0.11,20.0,24.0,14.0,10.0,19.0,15.38,13.0,0
1.0,2.0,0.0,1.0,0.0,1.0,0.14,0.0,1.0,1.0,3.0,1.0,0.0,7.0,1.0,23.5,5.5,710.97,0.04,31.0,0.18,39.5,129.27,1.0,0.0,0.0,4.0,0.07,11.0,20.0,9.0,9.0,15.0,12.5,7.0,0
3.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,1.0,0.5,5.0,1.0,0.0,6.0,1.0,9.6,6.13,360.21,0.02,17.0,0.16,20.01,58.81,0.5,0.0,0.0,5.0,0.22,7.0,10.0,4.0,7.0,9.0,0.0,6.0,0
30.0,5.0,3.0,36.0,52.0,16.0,0.27,26.0,13.0,0.81,69.0,16.0,1.0,57.0,0.0,24.44,62.25,94697.4,0.51,277.0,0.02,5260.97,1521.24,1.0,13.0,26.0,55.0,0.11,83.0,194.0,18.0,27.0,150.0,40.63,60.0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,33.33,2.0,0
7.0,2.0,0.0,0.0,12.0,4.0,0.5,6.0,3.0,0.75,16.0,1.0,0.0,8.0,0.0,17.72,10.83,2080.0,0.06,48.0,0.09,115.56,192.0,0.25,3.0,6.0,14.0,0.24,13.0,35.0,6.0,10.0,17.0,0.0,8.0,0
9.0,5.0,8.0,18.0,8.0,5.0,0.14,4.0,5.0,1.0,22.0,1.0,0.0,27.0,3.0,30.1,21.5,13912.18,0.22,120.0,0.05,772.9,647.08,0.2,2.0,4.0,19.0,0.06,43.0,77.0,21.0,21.0,77.0,49.06,35.0,0
9.0,3.0,5.0,27.0,16.0,5.0,0.23,8.0,4.0,0.8,19.0,4.0,0.75,17.0,3.0,25.65,19.5,9755.09,0.17,94.0,0.05,541.95,500.26,0.8,4.0,8.0,16.0,0.08,39.0,55.0,20.0,20.0,66.0,65.31,22.0,0
5.0,0.0,2.0,5.0,8.0,3.0,0.38,4.0,1.0,0.33,10.0,1.0,0.0,6.0,3.0,11.15,13.0,1884.3,0.05,33.0,0.08,104.68,144.95,0.33,2.0,4.0,9.0,0.15,13.0,20.0,7.0,14.0,20.0,53.85,8.0,1
11.0,2.0,12.0,0.0,20.0,6.0,0.18,10.0,2.0,0.33,27.0,3.0,0.4,22.0,3.0,18.18,29.14,15444.09,0.18,108.0,0.03,858.0,529.94,0.5,5.0,10.0,23.0,0.14,51.0,57.0,14.0,16.0,42.0,35.29,34.0,1
5.0,2.0,0.0,0.0,0.0,3.0,0.43,0.0,2.0,0.67,11.0,1.0,0.0,7.0,0.0,18.58,9.43,1651.29,0.06,42.0,0.11,91.74,175.14,0.33,0.0,0.0,10.0,0.2,12.0,30.0,7.0,11.0,15.0,0.0,7.0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,3.0,0.14,1.0,3.0,1.0,3.0,7.0,33.33,2.0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,11.58,2.67,82.35,0.01,11.0,0.38,4.57,30.88,1.0,0.0,0.0,2.0,0.1,4.0,7.0,3.0,4.0,10.0,25.0,4.0,1
1.0,0.0,1.0,0.0,0.0,1.0,0.14,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,15.39,10.56,1716.57,0.05,37.0,0.09,95.37,162.52,1.0,0.0,0.0,2.0,0.09,13.0,24.0,8.0,13.0,11.0,14.29,7.0,0
3.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,1.0,0.5,5.0,1.0,0.0,5.0,1.0,6.77,9.0,548.5,0.02,17.0,0.11,30.47,60.94,0.5,0.0,0.0,5.0,0.25,6.0,11.0,3.0,9.0,8.0,0.0,5.0,0
3.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,16.07,4.5,325.53,0.02,19.0,0.22,18.08,72.34,0.5,0.0,0.0,6.0,0.18,5.0,14.0,5.0,9.0,11.0,0.0,4.0,0
11.0,3.0,13.0,6.0,16.0,6.0,0.17,6.0,4.0,0.67,21.0,5.0,0.8,23.0,1.0,24.52,21.38,11200.69,0.17,103.0,0.05,622.26,524.01,0.83,5.0,8.0,17.0,0.1,38.0,65.0,16.0,18.0,61.0,45.24,36.0,1
16.0,3.0,0.0,0.0,0.0,10.0,0.43,0.0,9.0,0.9,42.0,1.0,0.0,23.0,3.0,19.68,29.22,16802.56,0.19,114.0,0.03,933.48,575.06,0.1,0.0,0.0,34.0,0.4,55.0,59.0,16.0,17.0,25.0,0.0,23.0,0
23.0,1.0,5.0,8.0,44.0,12.0,0.31,22.0,2.0,0.17,48.0,1.0,0.0,34.0,1.0,27.19,44.24,53214.67,0.4,210.0,0.02,2956.37,1202.86,0.08,11.0,22.0,38.0,0.2,79.0,131.0,25.0,28.0,60.0,27.66,39.0,0
3.0,0.0,0.0,28.0,0.0,2.0,0.18,0.0,1.0,0.5,5.0,1.0,0.0,11.0,1.0,18.78,13.33,3338.16,0.08,57.0,0.08,185.45,250.36,0.5,0.0,0.0,5.0,0.04,20.0,37.0,9.0,12.0,47.0,71.79,11.0,0
3.0,0.0,0.0,0.0,4.0,2.0,0.5,2.0,1.0,0.5,6.0,1.0,0.0,4.0,4.0,12.11,6.42,498.63,0.03,21.0,0.16,27.7,77.71,0.5,1.0,2.0,6.0,0.2,11.0,10.0,6.0,7.0,10.0,0.0,4.0,0
